"","income","age","marital_status","hours_per_week","education","capital_gain","capital_loss","income_num","career_stage","marital_status_group","hours_group","education_group","has_investment_activity"
"1147","<=50K",46,"Married-civ-spouse",50,"HS-grad",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"1148",">50K",61,"Married-civ-spouse",35,"HS-grad",0,0,"1","Retirement-transition","Married","Full-time","HS-some-college","No"
"1152","<=50K",24,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1160","<=50K",44,"Married-civ-spouse",40,"Assoc-voc",3411,0,"0","Growth-phase","Married","Full-time","HS-some-college","Yes"
"1163",">50K",54,"Married-civ-spouse",40,"Assoc-acdm",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"1168","<=50K",88,"Married-civ-spouse",40,"Prof-school",0,0,"0","Retirement-transition","Married","Full-time","Prof-doctorate","No"
"1171","<=50K",50,"Divorced",40,"11th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"1178","<=50K",47,"Never-married",40,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"1182","<=50K",36,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"1184","<=50K",44,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1185","<=50K",51,"Married-civ-spouse",40,"Masters",0,0,"0","Peak-earning","Married","Full-time","Masters","No"
"1186","<=50K",59,"Never-married",40,"Some-college",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"1191",">50K",48,"Married-civ-spouse",40,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"1194","<=50K",19,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"1198","<=50K",18,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1201",">50K",30,"Married-civ-spouse",50,"Bachelors",0,0,"1","Entry-level","Married","Overtime","Bachelors","No"
"1202","<=50K",37,"Divorced",35,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"1207",">50K",38,"Married-civ-spouse",42,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"1225","<=50K",29,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1234","<=50K",31,"Separated",42,"11th",0,0,"0","Growth-phase","Previously-married","Full-time","Non-HS","No"
"1243",">50K",65,"Married-civ-spouse",59,"HS-grad",0,0,"1","Retirement-transition","Married","Overtime","HS-some-college","No"
"1245","<=50K",62,"Widowed",20,"Some-college",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"1252","<=50K",30,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"1254","<=50K",28,"Never-married",40,"Some-college",0,1762,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"1255","<=50K",29,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"1256","<=50K",38,"Never-married",50,"Bachelors",0,0,"0","Growth-phase","Never-married","Overtime","Bachelors","No"
"1262","<=50K",69,"Widowed",1,"Assoc-voc",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"1263","<=50K",73,"Widowed",37,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Full-time","HS-some-college","No"
"1266",">50K",38,"Married-civ-spouse",40,"Bachelors",0,1887,"1","Growth-phase","Married","Full-time","Bachelors","Yes"
"1269","<=50K",44,"Divorced",40,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"1290","<=50K",58,"Married-civ-spouse",40,"12th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"1296","<=50K",21,"Never-married",57,"Some-college",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"1298","<=50K",44,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1308","<=50K",43,"Married-civ-spouse",45,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1310","<=50K",45,"Married-civ-spouse",40,"Bachelors",0,0,"0","Peak-earning","Married","Full-time","Bachelors","No"
"1313","<=50K",51,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"1318",">50K",41,"Married-civ-spouse",40,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"1319",">50K",48,"Married-civ-spouse",45,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"1323",">50K",55,"Married-civ-spouse",24,"Some-college",0,0,"1","Peak-earning","Married","Underemployed","HS-some-college","No"
"1338","<=50K",71,"Divorced",16,"Bachelors",2329,0,"0","Retirement-transition","Previously-married","Underemployed","Bachelors","Yes"
"1340","<=50K",28,"Never-married",40,"Prof-school",0,0,"0","Entry-level","Never-married","Full-time","Prof-doctorate","No"
"1343","<=50K",59,"Never-married",40,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"1348",">50K",36,"Married-civ-spouse",60,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"1349","<=50K",62,"Married-civ-spouse",50,"7th-8th",3411,0,"0","Retirement-transition","Married","Overtime","Non-HS","Yes"
"1353","<=50K",39,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1354","<=50K",58,"Divorced",40,"5th-6th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"1355",">50K",61,"Married-civ-spouse",60,"HS-grad",0,1848,"1","Retirement-transition","Married","Overtime","HS-some-college","Yes"
"1360","<=50K",33,"Never-married",41,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1363","<=50K",51,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"1366","<=50K",49,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"1374","<=50K",43,"Never-married",35,"Assoc-voc",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1379","<=50K",32,"Divorced",40,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"1389","<=50K",17,"Never-married",5,"11th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"1395",">50K",42,"Never-married",40,"10th",0,0,"1","Growth-phase","Never-married","Full-time","Non-HS","No"
"1396","<=50K",54,"Married-civ-spouse",40,"HS-grad",5013,0,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"1403","<=50K",31,"Married-civ-spouse",50,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"1405",">50K",24,"Married-civ-spouse",45,"HS-grad",0,0,"1","Entry-level","Married","Full-time","HS-some-college","No"
"1406","<=50K",30,"Divorced",40,"11th",0,0,"0","Entry-level","Previously-married","Full-time","Non-HS","No"
"1409","<=50K",33,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1416","<=50K",32,"Never-married",52,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"1418",">50K",31,"Married-civ-spouse",40,"Bachelors",0,0,"1","Growth-phase","Married","Full-time","Bachelors","No"
"1419","<=50K",47,"Never-married",40,"Some-college",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"1421","<=50K",40,"Married-civ-spouse",40,"Assoc-voc",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1426",">50K",45,"Married-civ-spouse",35,"Bachelors",4386,0,"1","Peak-earning","Married","Full-time","Bachelors","Yes"
"1427","<=50K",39,"Married-civ-spouse",34,"9th",3411,0,"0","Growth-phase","Married","Full-time","Non-HS","Yes"
"1428","<=50K",19,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1433","<=50K",18,"Never-married",15,"Some-college",594,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","Yes"
"1436","<=50K",28,"Never-married",43,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"1440","<=50K",50,"Married-civ-spouse",60,"HS-grad",0,1672,"0","Peak-earning","Married","Overtime","HS-some-college","Yes"
"1444",">50K",56,"Married-civ-spouse",60,"HS-grad",0,1902,"1","Peak-earning","Married","Overtime","HS-some-college","Yes"
"1446","<=50K",45,"Married-civ-spouse",40,"Some-college",5013,0,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"1461","<=50K",46,"Never-married",40,"10th",0,0,"0","Peak-earning","Never-married","Full-time","Non-HS","No"
"1479","<=50K",33,"Never-married",35,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1491","<=50K",26,"Divorced",41,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"1492",">50K",45,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"1494","<=50K",27,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1495",">50K",28,"Married-civ-spouse",50,"11th",0,0,"1","Entry-level","Married","Overtime","Non-HS","No"
"1499","<=50K",19,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1502","<=50K",20,"Never-married",45,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1508","<=50K",20,"Never-married",14,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"1514",">50K",59,"Married-civ-spouse",40,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"1519","<=50K",17,"Never-married",9,"9th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"1520","<=50K",47,"Married-civ-spouse",40,"Bachelors",0,0,"0","Peak-earning","Married","Full-time","Bachelors","No"
"1522","<=50K",30,"Divorced",40,"Some-college",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"1524","<=50K",26,"Never-married",55,"Bachelors",0,2339,"0","Entry-level","Never-married","Overtime","Bachelors","Yes"
"1527","<=50K",48,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"1535","<=50K",30,"Never-married",40,"Assoc-acdm",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1537","<=50K",43,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1538","<=50K",22,"Married-civ-spouse",40,"10th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"1548",">50K",41,"Married-civ-spouse",50,"Some-college",0,1887,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"1554",">50K",62,"Married-civ-spouse",40,"Doctorate",7688,0,"1","Retirement-transition","Married","Full-time","Prof-doctorate","Yes"
"1561","<=50K",45,"Married-civ-spouse",40,"Some-college",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"1563","<=50K",51,"Married-civ-spouse",40,"7th-8th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"1564","<=50K",42,"Separated",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"1567","<=50K",33,"Never-married",40,"11th",0,0,"0","Growth-phase","Never-married","Full-time","Non-HS","No"
"1568","<=50K",43,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"1572","<=50K",24,"Never-married",30,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1574","<=50K",49,"Separated",40,"10th",2176,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","Yes"
"1580",">50K",26,"Married-civ-spouse",50,"HS-grad",0,0,"1","Entry-level","Married","Overtime","HS-some-college","No"
"1582","<=50K",29,"Married-civ-spouse",50,"Bachelors",0,0,"0","Entry-level","Married","Overtime","Bachelors","No"
"1599","<=50K",24,"Never-married",50,"Bachelors",0,0,"0","Entry-level","Never-married","Overtime","Bachelors","No"
"1612",">50K",45,"Married-civ-spouse",36,"Masters",0,0,"1","Peak-earning","Married","Full-time","Masters","No"
"1614","<=50K",26,"Never-married",30,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"1622","<=50K",37,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1623","<=50K",44,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1627",">50K",52,"Married-civ-spouse",60,"Bachelors",15024,0,"1","Peak-earning","Married","Overtime","Bachelors","Yes"
"1636","<=50K",27,"Divorced",40,"10th",0,0,"0","Entry-level","Previously-married","Full-time","Non-HS","No"
"1642",">50K",48,"Married-civ-spouse",40,"Masters",15024,0,"1","Peak-earning","Married","Full-time","Masters","Yes"
"1647","<=50K",30,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"1649","<=50K",59,"Divorced",40,"10th",0,0,"0","Peak-earning","Previously-married","Full-time","Non-HS","No"
"1651","<=50K",36,"Married-civ-spouse",30,"9th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"1660","<=50K",49,"Married-civ-spouse",40,"HS-grad",0,2002,"0","Peak-earning","Married","Full-time","HS-some-college","Yes"
"1664","<=50K",44,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1679","<=50K",32,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1685",">50K",37,"Married-civ-spouse",45,"HS-grad",0,1902,"1","Growth-phase","Married","Full-time","HS-some-college","Yes"
"1687",">50K",37,"Married-civ-spouse",50,"HS-grad",0,1887,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"1689",">50K",44,"Married-civ-spouse",40,"Doctorate",0,0,"1","Growth-phase","Married","Full-time","Prof-doctorate","No"
"1699","<=50K",54,"Married-civ-spouse",60,"Masters",0,0,"0","Peak-earning","Married","Overtime","Masters","No"
"1705","<=50K",35,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"1710","<=50K",73,"Widowed",15,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"1711","<=50K",47,"Married-civ-spouse",40,"Some-college",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"1712","<=50K",49,"Married-civ-spouse",39,"12th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"1714","<=50K",31,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"1715","<=50K",39,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"1716","<=50K",42,"Divorced",40,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"1717",">50K",41,"Married-civ-spouse",45,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"1722",">50K",38,"Divorced",48,"Bachelors",0,0,"1","Growth-phase","Previously-married","Overtime","Bachelors","No"
"1725","<=50K",44,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"1726",">50K",55,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"1730","<=50K",24,"Never-married",90,"Masters",6849,0,"0","Entry-level","Never-married","Overtime","Masters","Yes"
"1733","<=50K",35,"Never-married",38,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"1734","<=50K",27,"Never-married",50,"Assoc-voc",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"1745","<=50K",42,"Widowed",55,"Some-college",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"1747","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"1759","<=50K",19,"Never-married",10,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"1774",">50K",49,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"1775","<=50K",31,"Married-civ-spouse",40,"10th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"1784","<=50K",31,"Never-married",38,"Assoc-acdm",2202,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","Yes"
"1789","<=50K",66,"Married-spouse-absent",40,"5th-6th",0,0,"0","Retirement-transition","Previously-married","Full-time","Non-HS","No"
"1799","<=50K",63,"Divorced",40,"7th-8th",0,0,"0","Retirement-transition","Previously-married","Full-time","Non-HS","No"
"1800","<=50K",28,"Married-civ-spouse",40,"Bachelors",0,0,"0","Entry-level","Married","Full-time","Bachelors","No"
"1802","<=50K",52,"Divorced",38,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"1803",">50K",38,"Married-civ-spouse",40,"Prof-school",0,0,"1","Growth-phase","Married","Full-time","Prof-doctorate","No"
"1808","<=50K",73,"Married-civ-spouse",10,"7th-8th",2228,0,"0","Retirement-transition","Married","Underemployed","Non-HS","Yes"
